locality,day,date,treat,sleeper,hut,week,vrex_ufl,vrex_bfl,vrex_grl,vrex_bfl_grl,vrex_ufd,vrex_bfd,vrex_grd,vrex_bfd_grd,room_ufl,room_bfl,room_grl,room_bfl_grl,room_ufd,room_bfd,room_grd,room_bfd_grd,net_ufl,net_bfl,net_grl,locality2,day2,date2,treat2,sleeper2,hut2,net_bfl_grl,net_ufd,net_bfd,net_grd,net_bfd_grd,unf_live,unf_dead,bf_live,bf_dead,gr_live,gr_dead,bf_gr_live,bf_gr_dead,tot_unf,tot_bf,tot_gr,tot_bf_gr,tot_live,tot_dead,tot_exop,total
Tengrela,1,08.09.2014,Control,TEN-S1,TEN-H1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tengrela,1,08.09.2014,Control,TEN-S1,TEN-H1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tengrela,2,09.09.2014,Control,TEN-S6,TEN-H1,1,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Tengrela,2,09.09.2014,Control,TEN-S6,TEN-H1,0,0,0,0,0,2,0,1,0,1,0,2,0,2,1,1,2,4,0,3,4
Tengrela,3,10.09.2014,Control,TEN-S5,TEN-H1,1,0,1,0,1,0,0,0,0,3,2,0,2,0,0,0,0,0,2,0,Tengrela,3,10.09.2014,Control,TEN-S5,TEN-H1,2,0,0,0,0,3,0,5,0,0,0,5,0,3,5,0,5,8,0,1,8
Tengrela,4,11.09.2014,Control,TEN-S4,TEN-H1,1,1,0,0,0,0,0,0,0,19,7,0,7,2,0,0,0,0,2,0,Tengrela,4,11.09.2014,Control,TEN-S4,TEN-H1,2,1,0,0,0,20,3,9,0,0,0,9,0,23,9,0,9,29,3,1,32
Tengrela,5,21.10.2014,Control,TEN-S3,TEN-H1,1,2,1,0,1,1,0,0,0,3,3,0,3,0,0,1,1,0,6,0,Tengrela,5,21.10.2014,Control,TEN-S3,TEN-H1,6,0,0,0,0,5,1,10,0,0,1,10,1,6,10,1,11,15,2,4,17
Tengrela,6,13.09.2014,Control,TEN-S2,TEN-H1,1,4,6,6,12,0,0,0,0,8,2,1,3,0,0,0,0,0,0,0,Tengrela,6,13.09.2014,Control,TEN-S2,TEN-H1,0,0,0,0,0,12,0,8,0,7,0,15,0,12,8,7,15,27,0,16,27
Tengrela,7,15.09.2014,Control,TEN-S2,TEN-H2,2,3,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,0,Tengrela,7,15.09.2014,Control,TEN-S2,TEN-H2,0,0,0,0,0,8,0,3,0,0,0,3,0,8,3,0,3,11,0,3,11
Tengrela,8,16.09.2014,Control,TEN-S1,TEN-H2,2,8,0,0,0,0,0,0,0,26,4,0,4,0,0,0,0,0,0,0,Tengrela,8,16.09.2014,Control,TEN-S1,TEN-H2,0,0,0,0,0,34,0,4,0,0,0,4,0,34,4,0,4,38,0,8,38
Tengrela,9,17.09.2014,Control,TEN-S6,TEN-H2,2,1,3,0,3,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,Tengrela,9,17.09.2014,Control,TEN-S6,TEN-H2,0,0,0,0,0,2,4,3,1,0,0,3,1,6,4,0,4,5,5,8,10
Tengrela,10,18.09.2014,Control,TEN-S5,TEN-H2,2,1,0,0,0,3,0,0,0,1,3,0,3,0,0,0,0,1,5,0,Tengrela,10,18.09.2014,Control,TEN-S5,TEN-H2,5,1,0,0,0,3,4,8,0,0,0,8,0,7,8,0,8,11,4,4,15
Tengrela,11,19.09.2014,Control,TEN-S4,TEN-H2,2,3,1,0,1,1,0,0,0,7,1,0,1,1,1,0,1,1,1,0,Tengrela,11,19.09.2014,Control,TEN-S4,TEN-H2,1,0,0,0,0,11,2,3,1,0,0,3,1,13,4,0,4,14,3,5,17
Tengrela,12,20.09.2014,Control,TEN-S3,TEN-H2,2,0,6,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Tengrela,12,20.09.2014,Control,TEN-S3,TEN-H2,2,0,0,0,0,0,1,8,0,1,0,9,0,1,8,1,9,9,1,8,10
Tengrela,13,22.09.2014,Control,TEN-S4,TEN-H4,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Tengrela,13,22.09.2014,Control,TEN-S4,TEN-H4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1
Tengrela,14,22.10.2014,Control,TEN-S3,TEN-H4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,Tengrela,14,22.10.2014,Control,TEN-S3,TEN-H4,1,0,0,0,0,3,0,1,0,0,0,1,0,3,1,0,1,4,0,0,4
Tengrela,15,24.09.2014,Control,TEN-S2,TEN-H4,3,1,0,0,0,0,0,0,0,2,3,0,3,1,0,0,0,0,1,0,Tengrela,15,24.09.2014,Control,TEN-S2,TEN-H4,1,2,0,0,0,3,3,4,0,0,0,4,0,6,4,0,4,7,3,1,10
Tengrela,16,25.09.2014,Control,TEN-S1,TEN-H4,3,6,0,0,0,0,0,0,0,7,3,0,3,1,0,0,0,0,0,0,Tengrela,16,25.09.2014,Control,TEN-S1,TEN-H4,0,0,0,0,0,13,1,3,0,0,0,3,0,14,3,0,3,16,1,6,17
Tengrela,17,26.09.2014,Control,TEN-S6,TEN-H4,3,1,0,0,0,1,0,0,0,9,2,2,4,0,0,0,0,0,0,0,Tengrela,17,26.09.2014,Control,TEN-S6,TEN-H4,0,0,0,0,0,10,1,2,0,2,0,4,0,11,2,2,4,14,1,2,15
Tengrela,18,27.09.2014,Control,TEN-S5,TEN-H4,3,0,0,0,0,1,0,0,0,1,4,0,4,0,0,0,0,0,0,0,Tengrela,18,27.09.2014,Control,TEN-S5,TEN-H4,0,0,0,0,0,1,1,4,0,0,0,4,0,2,4,0,4,5,1,1,6
Tengrela,19,30.09.2014,Control,TEN-S5,TEN-H5,4,3,0,0,0,0,0,0,0,2,1,5,6,0,0,0,0,0,0,0,Tengrela,19,30.09.2014,Control,TEN-S5,TEN-H5,0,0,0,0,0,5,0,1,0,5,0,6,0,5,1,5,6,11,0,3,11
Tengrela,20,01.10.2014,Control,TEN-S4,TEN-H5,4,1,2,0,2,0,0,0,0,11,7,0,7,1,0,0,0,0,0,0,Tengrela,20,01.10.2014,Control,TEN-S4,TEN-H5,0,0,0,0,0,12,1,9,0,0,0,9,0,13,9,0,9,21,1,3,22
Tengrela,21,02.10.2014,Control,TEN-S3,TEN-H5,4,7,2,0,2,0,0,0,0,3,1,0,1,0,1,0,1,0,2,0,Tengrela,21,02.10.2014,Control,TEN-S3,TEN-H5,2,0,0,0,0,10,0,5,1,0,0,5,1,10,6,0,6,15,1,9,16
Tengrela,22,03.10.2014,Control,TEN-S2,TEN-H5,4,2,0,1,1,0,0,0,0,0,7,0,7,3,0,0,0,0,0,0,Tengrela,22,03.10.2014,Control,TEN-S2,TEN-H5,0,0,0,0,0,2,3,7,0,1,0,8,0,5,7,1,8,10,3,3,13
Tengrela,23,06.10.2014,Control,TEN-S1,TEN-H5,4,3,1,0,1,2,0,0,0,10,4,0,4,0,0,0,0,0,0,0,Tengrela,23,06.10.2014,Control,TEN-S1,TEN-H5,0,0,0,0,0,13,2,5,0,0,0,5,0,15,5,0,5,18,2,6,20
Tengrela,24,07.10.2014,Control,TEN-S6,TEN-H5,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,Tengrela,24,07.10.2014,Control,TEN-S6,TEN-H5,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,2,1,0,3
Tengrela,25,08.10.2014,Control,TEN-S3,TEN-H3,5,0,1,0,1,0,0,0,0,7,19,1,20,1,0,0,0,0,15,0,Tengrela,25,08.10.2014,Control,TEN-S3,TEN-H3,15,0,0,0,0,7,1,35,0,1,0,36,0,8,35,1,36,43,1,1,44
Tengrela,26,09.10.2014,Control,TEN-S2,TEN-H3,5,0,5,0,5,1,1,0,1,0,6,0,6,0,0,0,0,0,0,0,Tengrela,26,09.10.2014,Control,TEN-S2,TEN-H3,0,1,0,0,0,0,2,11,1,0,0,11,1,2,12,0,12,11,3,7,14
Tengrela,27,10.10.2014,Control,TEN-S1,TEN-H3,5,2,1,2,3,0,0,0,0,11,1,1,2,0,0,0,0,0,0,0,Tengrela,27,10.10.2014,Control,TEN-S1,TEN-H3,0,0,0,0,0,13,0,2,0,3,0,5,0,13,2,3,5,18,0,5,18
Tengrela,28,11.10.2014,Control,TEN-S6,TEN-H3,5,0,6,0,6,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,Tengrela,28,11.10.2014,Control,TEN-S6,TEN-H3,0,0,0,0,0,0,0,14,0,0,0,14,0,0,14,0,14,14,0,6,14
Tengrela,29,13.10.2014,Control,TEN-S5,TEN-H3,5,1,1,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,Tengrela,29,13.10.2014,Control,TEN-S5,TEN-H3,0,0,0,0,0,1,0,4,0,0,0,4,0,1,4,0,4,5,0,2,5
Tengrela,30,14.10.2014,Control,TEN-S4,TEN-H3,5,0,0,0,0,0,0,0,0,2,8,0,8,0,0,0,0,1,4,0,Tengrela,30,14.10.2014,Control,TEN-S4,TEN-H3,4,0,0,0,0,3,0,12,0,0,0,12,0,3,12,0,12,15,0,0,15
Tengrela,31,15.10.2014,Control,TEN-S6,TEN-H6,6,1,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,Tengrela,31,15.10.2014,Control,TEN-S6,TEN-H6,0,0,0,0,0,1,0,4,0,0,0,4,0,1,4,0,4,5,0,1,5
Tengrela,32,16.10.2014,Control,TEN-S5,TEN-H6,6,1,1,0,1,0,0,0,0,1,7,0,7,0,1,0,1,0,3,0,Tengrela,32,16.10.2014,Control,TEN-S5,TEN-H6,3,0,0,0,0,2,0,11,1,0,0,11,1,2,12,0,12,13,1,2,14
Tengrela,33,17.10.2014,Control,TEN-S4,TEN-H6,6,3,2,1,3,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,Tengrela,33,17.10.2014,Control,TEN-S4,TEN-H6,0,0,0,0,0,6,0,3,0,2,0,5,0,6,3,2,5,11,0,6,11
Tengrela,34,18.10.2014,Control,TEN-S3,TEN-H6,6,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,0,Tengrela,34,18.10.2014,Control,TEN-S3,TEN-H6,3,0,0,0,0,0,1,4,0,0,0,4,0,1,4,0,4,4,1,0,5
Tengrela,35,19.10.2014,Control,TEN-S2,TEN-H6,6,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,Tengrela,35,19.10.2014,Control,TEN-S2,TEN-H6,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,2,2,0,0,2
Tengrela,36,20.10.2014,Control,TEN-S1,TEN-H6,6,1,0,0,0,0,0,0,0,1,5,0,5,1,0,0,0,0,0,0,Tengrela,36,20.10.2014,Control,TEN-S1,TEN-H6,0,0,0,0,0,2,1,5,0,0,0,5,0,3,5,0,5,7,1,1,8
Tengrela,1,08.09.2014,Olyset Net,TEN-S3,TEN-H3,1,0,0,0,0,0,1,0,1,2,12,0,12,1,0,0,0,0,0,0,Tengrela,1,08.09.2014,Olyset Net,TEN-S3,TEN-H3,0,1,1,0,1,2,2,12,2,0,0,12,2,4,14,0,14,14,4,1,18
Tengrela,2,09.09.2014,Olyset Net,TEN-S2,TEN-H3,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Tengrela,2,09.09.2014,Olyset Net,TEN-S2,TEN-H3,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,2,2,2,4
Tengrela,3,10.09.2014,Olyset Net,TEN-S1,TEN-H3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,Tengrela,3,10.09.2014,Olyset Net,TEN-S1,TEN-H3,1,0,0,0,0,1,0,2,0,0,0,2,0,1,2,0,2,3,0,0,3
Tengrela,4,11.09.2014,Olyset Net,TEN-S6,TEN-H3,1,1,4,0,4,2,0,0,0,20,4,3,7,2,2,0,2,0,0,0,Tengrela,4,11.09.2014,Olyset Net,TEN-S6,TEN-H3,0,0,0,0,0,21,4,8,2,3,0,11,2,25,10,3,13,32,6,7,38
Tengrela,5,21.10.2014,Olyset Net,TEN-S5,TEN-H3,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,Tengrela,5,21.10.2014,Olyset Net,TEN-S5,TEN-H3,0,0,0,0,0,3,0,1,0,0,0,1,0,3,1,0,1,4,0,1,4
Tengrela,6,13.09.2014,Olyset Net,TEN-S4,TEN-H3,1,8,2,4,6,2,0,0,0,7,1,0,1,0,0,0,0,0,0,0,Tengrela,6,13.09.2014,Olyset Net,TEN-S4,TEN-H3,0,0,0,0,0,15,2,3,0,4,0,7,0,17,3,4,7,22,2,16,24
Tengrela,7,15.09.2014,Olyset Net,TEN-S4,TEN-H4,2,5,0,0,0,7,0,0,0,1,4,0,4,0,0,0,0,0,0,0,Tengrela,7,15.09.2014,Olyset Net,TEN-S4,TEN-H4,0,2,0,0,0,6,9,4,0,0,0,4,0,15,4,0,4,10,9,12,19
Tengrela,8,16.09.2014,Olyset Net,TEN-S3,TEN-H4,2,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,Tengrela,8,16.09.2014,Olyset Net,TEN-S3,TEN-H4,2,0,0,0,0,12,0,2,0,0,0,2,0,12,2,0,2,14,0,5,14
Tengrela,9,17.09.2014,Olyset Net,TEN-S2,TEN-H4,2,1,3,0,3,1,0,0,0,2,1,0,1,1,0,0,0,0,0,0,Tengrela,9,17.09.2014,Olyset Net,TEN-S2,TEN-H4,0,0,0,0,0,3,2,4,0,0,0,4,0,5,4,0,4,7,2,5,9
Tengrela,10,18.09.2014,Olyset Net,TEN-S1,TEN-H4,2,4,3,1,4,7,2,0,2,7,8,4,12,10,5,0,5,0,0,0,Tengrela,10,18.09.2014,Olyset Net,TEN-S1,TEN-H4,0,0,0,0,0,11,17,11,7,5,0,16,7,28,18,5,23,27,24,17,51
Tengrela,11,19.09.2014,Olyset Net,TEN-S6,TEN-H4,2,1,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Tengrela,11,19.09.2014,Olyset Net,TEN-S6,TEN-H4,0,1,0,0,0,2,2,2,0,0,0,2,0,4,2,0,2,4,2,4,6
Tengrela,12,20.09.2014,Olyset Net,TEN-S5,TEN-H4,2,3,0,0,0,2,0,0,0,4,3,0,3,0,0,0,0,0,0,0,Tengrela,12,20.09.2014,Olyset Net,TEN-S5,TEN-H4,0,0,0,0,0,7,2,3,0,0,0,3,0,9,3,0,3,10,2,5,12
Tengrela,13,22.09.2014,Olyset Net,TEN-S6,TEN-H6,3,2,2,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,Tengrela,13,22.09.2014,Olyset Net,TEN-S6,TEN-H6,1,0,0,0,0,3,2,3,0,0,0,3,0,5,3,0,3,6,2,4,8
Tengrela,14,22.10.2014,Olyset Net,TEN-S5,TEN-H6,3,2,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,0,Tengrela,14,22.10.2014,Olyset Net,TEN-S5,TEN-H6,0,0,0,0,0,4,0,3,0,0,0,3,0,4,3,0,3,7,0,2,7
Tengrela,15,24.09.2014,Olyset Net,TEN-S4,TEN-H6,3,28,0,0,0,2,0,0,0,16,8,0,8,14,2,0,2,0,0,0,Tengrela,15,24.09.2014,Olyset Net,TEN-S4,TEN-H6,0,2,2,0,2,44,18,8,4,0,0,8,4,62,12,0,12,52,22,30,74
Tengrela,16,25.09.2014,Olyset Net,TEN-S3,TEN-H6,3,29,5,1,6,8,0,0,0,34,6,0,6,20,1,0,1,0,10,0,Tengrela,16,25.09.2014,Olyset Net,TEN-S3,TEN-H6,10,0,0,0,0,63,28,21,1,1,0,22,1,91,22,1,23,85,29,43,114
Tengrela,17,26.09.2014,Olyset Net,TEN-S2,TEN-H6,3,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Tengrela,17,26.09.2014,Olyset Net,TEN-S2,TEN-H6,0,0,0,0,0,3,1,0,0,0,1,0,1,4,0,1,1,3,2,5,5
Tengrela,18,27.09.2014,Olyset Net,TEN-S1,TEN-H6,3,23,5,1,6,1,0,0,0,24,4,0,4,3,4,0,4,5,22,0,Tengrela,18,27.09.2014,Olyset Net,TEN-S1,TEN-H6,22,0,4,0,4,52,4,31,8,1,0,32,8,56,39,1,40,84,12,30,96
Tengrela,19,30.09.2014,Olyset Net,TEN-S1,TEN-H1,4,3,1,2,3,0,1,0,1,10,6,3,9,0,1,0,1,0,0,0,Tengrela,19,30.09.2014,Olyset Net,TEN-S1,TEN-H1,0,0,0,0,0,13,0,7,2,5,0,12,2,13,9,5,14,25,2,7,27
Tengrela,20,01.10.2014,Olyset Net,TEN-S6,TEN-H1,4,3,1,0,1,0,0,0,0,11,9,0,9,5,3,1,4,0,0,0,Tengrela,20,01.10.2014,Olyset Net,TEN-S6,TEN-H1,0,0,0,0,0,14,5,10,3,0,1,10,4,19,13,1,14,24,9,4,33
Tengrela,21,02.10.2014,Olyset Net,TEN-S5,TEN-H1,4,15,0,0,0,4,0,0,0,23,5,0,5,4,1,0,1,0,1,0,Tengrela,21,02.10.2014,Olyset Net,TEN-S5,TEN-H1,1,5,1,0,1,38,13,6,2,0,0,6,2,51,8,0,8,44,15,19,59
Tengrela,22,03.10.2014,Olyset Net,TEN-S4,TEN-H1,4,18,3,0,3,3,1,0,1,6,9,0,9,4,0,0,0,0,0,0,Tengrela,22,03.10.2014,Olyset Net,TEN-S4,TEN-H1,0,0,0,0,0,24,7,12,1,0,0,12,1,31,13,0,13,36,8,25,44
Tengrela,23,06.10.2014,Olyset Net,TEN-S3,TEN-H1,4,4,1,0,1,0,0,0,0,14,16,0,16,1,1,0,1,0,10,0,Tengrela,23,06.10.2014,Olyset Net,TEN-S3,TEN-H1,10,2,2,0,2,18,3,27,3,0,0,27,3,21,30,0,30,45,6,5,51
Tengrela,24,07.10.2014,Olyset Net,TEN-S2,TEN-H1,4,0,0,1,1,0,0,1,1,4,0,2,2,0,0,0,0,0,0,0,Tengrela,24,07.10.2014,Olyset Net,TEN-S2,TEN-H1,0,0,1,0,1,4,0,0,1,3,1,3,2,4,1,4,5,7,2,2,9
Tengrela,25,08.10.2014,Olyset Net,TEN-S5,TEN-H5,5,4,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,Tengrela,25,08.10.2014,Olyset Net,TEN-S5,TEN-H5,0,0,0,0,0,8,0,3,0,0,0,3,0,8,3,0,3,11,0,4,11
Tengrela,26,09.10.2014,Olyset Net,TEN-S4,TEN-H5,5,7,1,0,1,1,0,0,0,1,8,0,8,0,0,0,0,0,0,0,Tengrela,26,09.10.2014,Olyset Net,TEN-S4,TEN-H5,0,0,0,0,0,8,1,9,0,0,0,9,0,9,9,0,9,17,1,9,18
Tengrela,27,10.10.2014,Olyset Net,TEN-S3,TEN-H5,5,33,1,1,2,3,0,0,0,26,0,1,1,1,0,0,0,0,3,0,Tengrela,27,10.10.2014,Olyset Net,TEN-S3,TEN-H5,3,0,1,0,1,59,4,4,1,2,0,6,1,63,5,2,7,65,5,38,70
Tengrela,28,11.10.2014,Olyset Net,TEN-S2,TEN-H5,5,0,0,0,0,0,0,0,0,5,2,0,2,0,1,0,1,0,0,0,Tengrela,28,11.10.2014,Olyset Net,TEN-S2,TEN-H5,0,1,1,0,1,5,1,2,2,0,0,2,2,6,4,0,4,7,3,0,10
Tengrela,29,13.10.2014,Olyset Net,TEN-S1,TEN-H5,5,5,0,0,0,0,0,0,0,4,4,0,4,1,0,0,0,0,0,0,Tengrela,29,13.10.2014,Olyset Net,TEN-S1,TEN-H5,0,0,0,0,0,9,1,4,0,0,0,4,0,10,4,0,4,13,1,5,14
Tengrela,30,14.10.2014,Olyset Net,TEN-S6,TEN-H5,5,2,3,0,3,0,1,0,1,0,8,2,10,0,0,0,0,0,0,0,Tengrela,30,14.10.2014,Olyset Net,TEN-S6,TEN-H5,0,0,1,0,1,2,0,11,2,2,0,13,2,2,13,2,15,15,2,6,17
Tengrela,31,15.10.2014,Olyset Net,TEN-S2,TEN-H2,6,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,Tengrela,31,15.10.2014,Olyset Net,TEN-S2,TEN-H2,0,0,0,0,0,0,1,2,0,0,0,2,0,1,2,0,2,2,1,1,3
Tengrela,32,16.10.2014,Olyset Net,TEN-S1,TEN-H2,6,2,1,0,1,2,0,0,0,2,3,0,3,0,0,0,0,0,0,0,Tengrela,32,16.10.2014,Olyset Net,TEN-S1,TEN-H2,0,0,0,0,0,4,2,4,0,0,0,4,0,6,4,0,4,8,2,5,10
Tengrela,33,17.10.2014,Olyset Net,TEN-S6,TEN-H2,6,1,3,0,3,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,Tengrela,33,17.10.2014,Olyset Net,TEN-S6,TEN-H2,0,0,0,0,0,1,0,5,1,0,0,5,1,1,6,0,6,6,1,5,7
Tengrela,34,18.10.2014,Olyset Net,TEN-S5,TEN-H2,6,2,1,0,1,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,Tengrela,34,18.10.2014,Olyset Net,TEN-S5,TEN-H2,0,0,0,0,0,6,0,3,0,0,0,3,0,6,3,0,3,9,0,3,9
Tengrela,35,19.10.2014,Olyset Net,TEN-S4,TEN-H2,6,3,0,0,0,0,0,0,0,7,1,1,2,1,0,0,0,0,0,0,Tengrela,35,19.10.2014,Olyset Net,TEN-S4,TEN-H2,0,0,0,0,0,10,1,1,0,1,0,2,0,11,1,1,2,12,1,3,13
Tengrela,36,20.10.2014,Olyset Net,TEN-S3,TEN-H2,6,0,0,0,0,0,0,0,0,5,2,0,2,0,0,0,0,1,3,0,Tengrela,36,20.10.2014,Olyset Net,TEN-S3,TEN-H2,3,0,0,0,0,6,0,5,0,0,0,5,0,6,5,0,5,11,0,0,11
Tengrela,1,08.09.2014,Olyset Plus,TEN-S6,TEN-H6,1,3,0,0,0,2,0,0,0,6,0,0,0,3,0,0,0,0,0,0,Tengrela,1,08.09.2014,Olyset Plus,TEN-S6,TEN-H6,0,3,0,0,0,9,8,0,0,0,0,0,0,17,0,0,0,9,8,5,17
Tengrela,2,09.09.2014,Olyset Plus,TEN-S5,TEN-H6,1,0,0,0,0,0,0,0,0,5,2,0,2,0,0,0,0,0,0,0,Tengrela,2,09.09.2014,Olyset Plus,TEN-S5,TEN-H6,0,2,0,0,0,5,2,2,0,0,0,2,0,7,2,0,2,7,2,0,9
Tengrela,3,10.09.2014,Olyset Plus,TEN-S4,TEN-H6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tengrela,3,10.09.2014,Olyset Plus,TEN-S4,TEN-H6,0,0,1,0,1,1,1,0,1,0,0,0,1,2,1,0,1,1,2,1,3
Tengrela,4,11.09.2014,Olyset Plus,TEN-S3,TEN-H6,1,1,0,0,0,5,0,0,0,3,0,0,0,2,2,0,2,0,0,0,Tengrela,4,11.09.2014,Olyset Plus,TEN-S3,TEN-H6,0,5,0,0,0,4,12,0,2,0,0,0,2,16,2,0,2,4,14,6,18
Tengrela,5,21.10.2014,Olyset Plus,TEN-S2,TEN-H6,1,1,3,0,3,0,0,0,0,1,6,0,6,0,0,0,0,0,0,0,Tengrela,5,21.10.2014,Olyset Plus,TEN-S2,TEN-H6,0,0,0,0,0,2,0,9,0,0,0,9,0,2,9,0,9,11,0,4,11
Tengrela,6,13.09.2014,Olyset Plus,TEN-S1,TEN-H6,1,5,0,0,0,6,0,0,0,1,0,0,0,9,0,0,0,0,0,0,Tengrela,6,13.09.2014,Olyset Plus,TEN-S1,TEN-H6,0,0,0,0,0,6,15,0,0,0,0,0,0,21,0,0,0,6,15,11,21
Tengrela,7,15.09.2014,Olyset Plus,TEN-S3,TEN-H3,2,4,4,0,4,0,0,0,0,3,3,0,3,12,0,0,0,0,3,0,Tengrela,7,15.09.2014,Olyset Plus,TEN-S3,TEN-H3,3,0,0,0,0,7,12,10,0,0,0,10,0,19,10,0,10,17,12,8,29
Tengrela,8,16.09.2014,Olyset Plus,TEN-S2,TEN-H3,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,Tengrela,8,16.09.2014,Olyset Plus,TEN-S2,TEN-H3,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,2,1,0,3
Tengrela,9,17.09.2014,Olyset Plus,TEN-S1,TEN-H3,2,5,0,0,0,4,1,0,1,0,1,0,1,6,2,0,2,0,1,0,Tengrela,9,17.09.2014,Olyset Plus,TEN-S1,TEN-H3,1,1,1,0,1,5,11,2,4,0,0,2,4,16,6,0,6,7,15,10,22
Tengrela,10,18.09.2014,Olyset Plus,TEN-S6,TEN-H3,2,1,0,0,0,0,0,0,0,3,0,3,3,0,1,0,1,0,0,0,Tengrela,10,18.09.2014,Olyset Plus,TEN-S6,TEN-H3,0,0,0,0,0,4,0,0,1,3,0,3,1,4,1,3,4,7,1,1,8
Tengrela,11,19.09.2014,Olyset Plus,TEN-S5,TEN-H3,2,4,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,Tengrela,11,19.09.2014,Olyset Plus,TEN-S5,TEN-H3,0,0,0,0,0,6,0,1,0,0,0,1,0,6,1,0,1,7,0,4,7
